03:02:07.489194 IP 172.16.167.139 > 171.16.167.136: ICMP echo request, id 4908, seq 0, length 8
03:02:11.443242 IP 172.16.167.139.48430 > 171.16.167.136.5718: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443284 IP 172.16.167.139.48430 > 171.16.167.136.9535: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443308 IP 172.16.167.139.48430 > 171.16.167.136.50002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443349 IP 172.16.167.139.48430 > 171.16.167.136.swat: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443372 IP 172.16.167.139.48430 > 171.16.167.136.49175: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443449 IP 172.16.167.139.48430 > 171.16.167.136.9878: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443481 IP 172.16.167.139.48430 > 171.16.167.136.51103: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.539516 IP 172.16.167.139.48430 > 171.16.167.136.nut: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.539663 IP 172.16.167.139.48430 > 171.16.167.136.2126: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.539702 IP 172.16.167.139.48430 > 171.16.167.136.24800: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.539736 IP 172.16.167.139.48430 > 171.16.167.136.bpjava-msvc: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.539768 IP 172.16.167.139.48430 > 171.16.167.136.ospfapi: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542224 IP 172.16.167.139.48430 > 171.16.167.136.1169: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542319 IP 172.16.167.139.48430 > 171.16.167.136.x11-6: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542407 IP 172.16.167.139.48430 > 171.16.167.136.discard: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542467 IP 172.16.167.139.48430 > 171.16.167.136.afs3-kaserver: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542525 IP 172.16.167.139.48430 > 171.16.167.136.1666: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542559 IP 172.16.167.139.48430 > 171.16.167.136.691: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542592 IP 172.16.167.139.48430 > 171.16.167.136.9575: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.542624 IP 172.16.167.139.48430 > 171.16.167.136.4550: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.545060 IP 172.16.167.139.48431 > 171.16.167.136.51103: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545125 IP 172.16.167.139.48431 > 171.16.167.136.9878: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545186 IP 172.16.167.139.48431 > 171.16.167.136.49175: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545234 IP 172.16.167.139.48431 > 171.16.167.136.swat: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545274 IP 172.16.167.139.48431 > 171.16.167.136.50002: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545331 IP 172.16.167.139.48431 > 171.16.167.136.9535: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545383 IP 172.16.167.139.48431 > 171.16.167.136.5718: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545427 IP 172.16.167.139.48431 > 171.16.167.136.19315: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545451 IP 172.16.167.139.48431 > 171.16.167.136.8100: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545491 IP 172.16.167.139.48431 > 171.16.167.136.254: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545532 IP 172.16.167.139.48431 > 171.16.167.136.407: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545572 IP 172.16.167.139.48431 > 171.16.167.136.1755: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545614 IP 172.16.167.139.48431 > 171.16.167.136.8009: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545671 IP 172.16.167.139.48431 > 171.16.167.136.2394: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545713 IP 172.16.167.139.48431 > 171.16.167.136.52848: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545753 IP 172.16.167.139.48431 > 171.16.167.136.24: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545811 IP 172.16.167.139.48431 > 171.16.167.136.9943: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545852 IP 172.16.167.139.48431 > 171.16.167.136.18988: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545893 IP 172.16.167.139.48431 > 171.16.167.136.3031: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545935 IP 172.16.167.139.48431 > 171.16.167.136.5298: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545974 IP 172.16.167.139.48431 > 171.16.167.136.49153: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.545997 IP 172.16.167.139.48431 > 171.16.167.136.20828: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.546052 IP 172.16.167.139.48431 > 171.16.167.136.44176: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.546092 IP 172.16.167.139.48431 > 171.16.167.136.42510: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.546132 IP 172.16.167.139.48431 > 171.16.167.136.1984: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.546171 IP 172.16.167.139.48431 > 171.16.167.136.8031: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.546226 IP 172.16.167.139.48430 > 171.16.167.136.1097: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546266 IP 172.16.167.139.48430 > 171.16.167.136.1088: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546306 IP 172.16.167.139.48430 > 171.16.167.136.kx: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546345 IP 172.16.167.139.48430 > 171.16.167.136.6666: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546368 IP 172.16.167.139.48430 > 171.16.167.136.912: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546390 IP 172.16.167.139.48430 > 171.16.167.136.20221: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546415 IP 172.16.167.139.48430 > 171.16.167.136.32772: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546437 IP 172.16.167.139.48430 > 171.16.167.136.1060: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546459 IP 172.16.167.139.48430 > 171.16.167.136.2492: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.546481 IP 172.16.167.139.48430 > 171.16.167.136.1248: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.640788 IP 172.16.167.139.48431 > 171.16.167.136.ospfapi: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.640912 IP 172.16.167.139.48431 > 171.16.167.136.bpjava-msvc: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.640952 IP 172.16.167.139.48431 > 171.16.167.136.24800: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.640986 IP 172.16.167.139.48431 > 171.16.167.136.2126: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.641019 IP 172.16.167.139.48431 > 171.16.167.136.nut: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643233 IP 172.16.167.139.48431 > 171.16.167.136.4550: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643331 IP 172.16.167.139.48431 > 171.16.167.136.9575: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643370 IP 172.16.167.139.48431 > 171.16.167.136.691: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643431 IP 172.16.167.139.48431 > 171.16.167.136.1666: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643467 IP 172.16.167.139.48431 > 171.16.167.136.afs3-kaserver: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643526 IP 172.16.167.139.48431 > 171.16.167.136.discard: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643563 IP 172.16.167.139.48431 > 171.16.167.136.x11-6: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.643684 IP 172.16.167.139.48431 > 171.16.167.136.1169: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.646108 IP 172.16.167.139.48430 > 171.16.167.136.1700: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646194 IP 172.16.167.139.48430 > 171.16.167.136.6901: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646220 IP 172.16.167.139.48430 > 171.16.167.136.666: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646262 IP 172.16.167.139.48430 > 171.16.167.136.722: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646286 IP 172.16.167.139.48430 > 171.16.167.136.1044: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646327 IP 172.16.167.139.48430 > 171.16.167.136.4449: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646350 IP 172.16.167.139.48430 > 171.16.167.136.6567: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646392 IP 172.16.167.139.48430 > 171.16.167.136.32778: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646415 IP 172.16.167.139.48430 > 171.16.167.136.5904: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646455 IP 172.16.167.139.48430 > 171.16.167.136.8192: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646478 IP 172.16.167.139.48430 > 171.16.167.136.15000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646520 IP 172.16.167.139.48430 > 171.16.167.136.3390: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646543 IP 172.16.167.139.48430 > 171.16.167.136.65000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646584 IP 172.16.167.139.48430 > 171.16.167.136.9080: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646608 IP 172.16.167.139.48430 > 171.16.167.136.9081: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646631 IP 172.16.167.139.48430 > 171.16.167.136.1081: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646674 IP 172.16.167.139.48430 > 171.16.167.136.34573: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646697 IP 172.16.167.139.48430 > 171.16.167.136.1259: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646738 IP 172.16.167.139.48430 > 171.16.167.136.5080: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646761 IP 172.16.167.139.48430 > 171.16.167.136.svn: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646802 IP 172.16.167.139.48430 > 171.16.167.136.gris: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646825 IP 172.16.167.139.48430 > 171.16.167.136.801: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646866 IP 172.16.167.139.48430 > 171.16.167.136.89: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646890 IP 172.16.167.139.48430 > 171.16.167.136.bacula-sd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646930 IP 172.16.167.139.48430 > 171.16.167.136.9001: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.646953 IP 172.16.167.139.48430 > 171.16.167.136.34571: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.649428 IP 172.16.167.139.48431 > 171.16.167.136.1248: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649492 IP 172.16.167.139.48431 > 171.16.167.136.2492: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649518 IP 172.16.167.139.48431 > 171.16.167.136.1060: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649555 IP 172.16.167.139.48431 > 171.16.167.136.32772: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649576 IP 172.16.167.139.48431 > 171.16.167.136.20221: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649612 IP 172.16.167.139.48431 > 171.16.167.136.912: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649635 IP 172.16.167.139.48431 > 171.16.167.136.6666: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649671 IP 172.16.167.139.48431 > 171.16.167.136.kx: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649692 IP 172.16.167.139.48431 > 171.16.167.136.1088: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.649712 IP 172.16.167.139.48431 > 171.16.167.136.1097: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.742201 IP 172.16.167.139.48430 > 171.16.167.136.1271: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.742330 IP 172.16.167.139.48430 > 171.16.167.136.ms-sql-s: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.742369 IP 172.16.167.139.48430 > 171.16.167.136.1974: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.742401 IP 172.16.167.139.48430 > 171.16.167.136.3211: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.742433 IP 172.16.167.139.48430 > 171.16.167.136.1091: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.744805 IP 172.16.167.139.48430 > 171.16.167.136.32781: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.744904 IP 172.16.167.139.48430 > 171.16.167.136.9000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.744969 IP 172.16.167.139.48430 > 171.16.167.136.843: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.745029 IP 172.16.167.139.48430 > 171.16.167.136.1076: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.745087 IP 172.16.167.139.48430 > 171.16.167.136.urd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.745121 IP 172.16.167.139.48430 > 171.16.167.136.4343: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.745155 IP 172.16.167.139.48430 > 171.16.167.136.1583: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.745188 IP 172.16.167.139.48430 > 171.16.167.136.2022: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.747632 IP 172.16.167.139.48431 > 171.16.167.136.34571: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747699 IP 172.16.167.139.48431 > 171.16.167.136.9001: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747741 IP 172.16.167.139.48431 > 171.16.167.136.bacula-sd: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747797 IP 172.16.167.139.48431 > 171.16.167.136.89: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747837 IP 172.16.167.139.48431 > 171.16.167.136.801: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747877 IP 172.16.167.139.48431 > 171.16.167.136.gris: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747931 IP 172.16.167.139.48431 > 171.16.167.136.svn: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.747971 IP 172.16.167.139.48431 > 171.16.167.136.5080: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748010 IP 172.16.167.139.48431 > 171.16.167.136.1259: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748049 IP 172.16.167.139.48431 > 171.16.167.136.34573: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748104 IP 172.16.167.139.48431 > 171.16.167.136.1081: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748144 IP 172.16.167.139.48431 > 171.16.167.136.9081: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748183 IP 172.16.167.139.48431 > 171.16.167.136.9080: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748223 IP 172.16.167.139.48431 > 171.16.167.136.65000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748277 IP 172.16.167.139.48431 > 171.16.167.136.3390: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748318 IP 172.16.167.139.48431 > 171.16.167.136.15000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748361 IP 172.16.167.139.48431 > 171.16.167.136.8192: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748416 IP 172.16.167.139.48431 > 171.16.167.136.5904: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748439 IP 172.16.167.139.48431 > 171.16.167.136.32778: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748461 IP 172.16.167.139.48431 > 171.16.167.136.6567: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748484 IP 172.16.167.139.48431 > 171.16.167.136.4449: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748508 IP 172.16.167.139.48431 > 171.16.167.136.1044: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.748580 IP 172.16.167.139.48431 > 171.16.167.136.722: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
