17:54:11.734536 ARP, Request who-has 192.168.10.133 (Broadcast) tell 192.168.10.134, length 46
17:54:11.734781 ARP, Reply 192.168.10.133 is-at 00:0c:29:c5:fb:e2 (oui Unknown), length 46
17:54:11.936132 IP 192.168.10.134.56282 > 192.168.10.2.domain: 60827+ PTR? 133.10.168.192.in-addr.arpa. (45)
17:54:11.937951 IP 192.168.10.2.domain > 192.168.10.134.56282: 60827 NXDomain 0/1/0 (95)
17:54:11.939360 IP 192.168.10.134.61339 > 192.168.10.133.1723: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:18.068196 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 112550:114197, ack 6227, win 64240, length 1647
17:54:18.069239 IP 128.226.20.106.http > 192.168.10.133.1164: Flags [P.], seq 99464:100924, ack 7073, win 64240, length 1460
17:54:18.069359 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 114010, win 64240, length 0
17:54:18.069496 IP 128.226.20.106.http > 192.168.10.133.1164: Flags [P.], seq 100924:102605, ack 7073, win 64240, length 1681
17:54:18.097165 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [P.], seq 6227:6726, ack 114197, win 64053, length 499
17:54:18.097245 IP 192.168.10.133.1164 > 128.226.20.106.http: Flags [.], ack 102384, win 64240, length 0
17:54:18.097369 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [.], ack 6726, win 64240, length 0
17:54:18.097607 IP 192.168.10.133.1108 > 192.168.10.2.domain: 50+ A? tpc.googlesyndication.com. (43)
17:54:18.102623 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 114197:116647, ack 6726, win 64240, length 2450
17:54:18.103322 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 116647, win 64240, length 0
17:54:18.104963 IP 192.168.10.133.1118 > 192.168.10.2.domain: 51+ A? ads.rubiconproject.com. (40)
17:54:18.166452 IP 216.58.219.194.http > 192.168.10.133.1168: Flags [P.], seq 51511:52382, ack 350, win 64240, length 871
17:54:18.166593 IP 192.168.10.133.1168 > 216.58.219.194.http: Flags [.], ack 52382, win 63369, length 0
17:54:18.197785 IP 128.226.20.106.http > 192.168.10.133.1164: Flags [P.], seq 102384:102605, ack 7073, win 64240, length 221
17:54:18.197953 IP 192.168.10.133.1164 > 128.226.20.106.http: Flags [.], ack 102605, win 64019, length 0
17:54:18.201360 IP 192.168.10.2.domain > 192.168.10.133.1108: 50 2/4/4 CNAME pagead-googlehosted.l.google.com., A 216.58.219.193 (238)
17:54:18.201940 IP 192.168.10.133.1169 > 216.58.219.193.http: Flags [S], seq 186417961, win 64240, options [mss 1460,nop,nop,sackOK], length 0
17:54:18.202065 IP 192.168.10.133.1164 > 128.226.20.106.http: Flags [P.], seq 7073:7572, ack 102605, win 64019, length 499
17:54:18.202240 IP 128.226.20.106.http > 192.168.10.133.1164: Flags [.], ack 7572, win 64240, length 0
17:54:18.208008 IP 128.226.20.106.http > 192.168.10.133.1164: Flags [P.], seq 102605:105687, ack 7572, win 64240, length 3082
17:54:18.208221 IP 192.168.10.133.1164 > 128.226.20.106.http: Flags [.], ack 105525, win 64240, length 0
17:54:18.210500 IP 192.168.10.2.domain > 192.168.10.133.1118: 51 3/9/9 CNAME wildcard.rubiconproject.edgekey.net., CNAME e5569.g.akamaiedge.net., A 104.107.36.110 (456)
17:54:18.211646 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [S], seq 186475901, win 64240, options [mss 1460,nop,nop,sackOK], length 0
17:54:18.220725 IP 216.58.219.193.http > 192.168.10.133.1169: Flags [S.], seq 1600723361, ack 186417962, win 64240, options [mss 1460], length 0
17:54:18.220950 IP 192.168.10.133.1169 > 216.58.219.193.http: Flags [.], ack 1, win 64240, length 0
17:54:18.221300 IP 192.168.10.133.1169 > 216.58.219.193.http: Flags [P.], seq 1:414, ack 1, win 64240, length 413
17:54:18.221521 IP 216.58.219.193.http > 192.168.10.133.1169: Flags [.], ack 414, win 64240, length 0
17:54:18.223608 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [S.], seq 1359153457, ack 186475902, win 64240, options [mss 1460], length 0
17:54:18.223897 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 1, win 64240, length 0
17:54:18.224187 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [P.], seq 1:338, ack 1, win 64240, length 337
17:54:18.224449 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [.], ack 338, win 64240, length 0
17:54:18.241298 IP 216.58.219.193.http > 192.168.10.133.1169: Flags [P.], seq 1:1431, ack 414, win 64240, length 1430
17:54:18.241417 IP 216.58.219.193.http > 192.168.10.133.1169: Flags [P.], seq 1431:2248, ack 414, win 64240, length 817
17:54:18.241661 IP 192.168.10.133.1169 > 216.58.219.193.http: Flags [.], ack 2248, win 64240, length 0
17:54:18.249260 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 1:2921, ack 338, win 64240, length 2920
17:54:18.249349 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 2921:5841, ack 338, win 64240, length 2920
17:54:18.249531 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 2921, win 64240, length 0
17:54:18.249619 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 5841, win 64240, length 0
17:54:18.250873 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 5841:10221, ack 338, win 64240, length 4380
17:54:18.251595 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 10221:13141, ack 338, win 64240, length 2920
17:54:18.252076 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 8761, win 64240, length 0
17:54:18.252143 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 11681, win 61320, length 0
17:54:18.252860 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 13141:16061, ack 338, win 64240, length 2920
17:54:18.253186 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 14601, win 58400, length 0
17:54:18.253298 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 16061:17521, ack 338, win 64240, length 1460
17:54:18.253467 IP 104.107.36.110.http > 192.168.10.133.1170: Flags [P.], seq 17521:19256, ack 338, win 64240, length 1735
17:54:18.253533 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 17521, win 55480, length 0
17:54:18.253660 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 19256, win 53745, length 0
17:54:18.255838 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 19256, win 57505, length 0
17:54:18.259395 IP 192.168.10.133.1170 > 104.107.36.110.http: Flags [.], ack 19256, win 64240, length 0
17:54:18.297610 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [P.], seq 6726:7097, ack 116647, win 64240, length 371
17:54:18.297806 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [.], ack 7097, win 64240, length 0
17:54:18.308215 IP 128.226.20.106.http > 192.168.10.133.1164: Flags [P.], seq 105525:105687, ack 7572, win 64240, length 162
17:54:18.308415 IP 192.168.10.133.1164 > 128.226.20.106.http: Flags [.], ack 105687, win 64078, length 0
17:54:18.396315 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 116647:118107, ack 7097, win 64240, length 1460
17:54:18.397801 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 118107:134167, ack 7097, win 64240, length 16060
17:54:18.397967 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 134167:135627, ack 7097, win 64240, length 1460
17:54:18.398011 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 135627:140007, ack 7097, win 64240, length 4380
17:54:18.398499 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 140007:144387, ack 7097, win 64240, length 4380
17:54:18.398576 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 144387:145847, ack 7097, win 64240, length 1460
17:54:18.398677 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 145847:148767, ack 7097, win 64240, length 2920
17:54:18.398741 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 148767:156067, ack 7097, win 64240, length 7300
17:54:18.398830 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 119567, win 64240, length 0
17:54:18.398925 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 122487, win 64240, length 0
17:54:18.398970 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 156067:160660, ack 7097, win 64240, length 4593
17:54:18.399157 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 160660:170106, ack 7097, win 64240, length 9446
17:54:18.399259 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 125407, win 64240, length 0
17:54:18.399372 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 128327, win 62780, length 0
17:54:18.399453 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 131247, win 59860, length 0
17:54:18.399530 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 134167, win 56940, length 0
17:54:18.399605 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 137087, win 54020, length 0
17:54:18.399681 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 140007, win 51100, length 0
17:54:18.399757 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 142927, win 48180, length 0
17:54:18.399831 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 145847, win 45260, length 0
17:54:18.399907 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 148767, win 42340, length 0
17:54:18.399957 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 151687, win 39420, length 0
17:54:18.400078 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 154607, win 36500, length 0
17:54:18.400158 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 157527, win 33580, length 0
17:54:18.400311 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 160447, win 30660, length 0
17:54:18.400416 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 162120, win 28987, length 0
17:54:18.400614 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 165040, win 26067, length 0
17:54:18.400748 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 167960, win 23147, length 0
17:54:18.400786 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 170106, win 21001, length 0
17:54:18.401911 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 170106, win 64240, length 0
17:54:18.420404 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 170106:181786, ack 7097, win 64240, length 11680
17:54:18.420596 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 181786:186166, ack 7097, win 64240, length 4380
17:54:18.420705 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 173026, win 64240, length 0
17:54:18.420779 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 175946, win 64240, length 0
17:54:18.420841 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 178866, win 64240, length 0
17:54:18.420926 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 181786, win 61320, length 0
17:54:18.420991 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 186166:186502, ack 7097, win 64240, length 336
17:54:18.421034 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 184706, win 58400, length 0
17:54:18.421232 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 186166, win 64240, length 0
17:54:18.421296 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 186502, win 63904, length 0
17:54:18.421725 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 186502:198243, ack 7097, win 64240, length 11741
17:54:18.422222 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 189422, win 60984, length 0
17:54:18.422279 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 192342, win 58064, length 0
17:54:18.422300 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 195262, win 55144, length 0
17:54:18.422321 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 198182, win 52224, length 0
17:54:18.422601 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 198243, win 64240, length 0
17:54:18.425670 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 198243:202623, ack 7097, win 64240, length 4380
17:54:18.425889 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 201163, win 64240, length 0
17:54:18.427088 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 202623:209923, ack 7097, win 64240, length 7300
17:54:18.427183 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 209923:214639, ack 7097, win 64240, length 4716
17:54:18.427420 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 204083, win 64240, length 0
17:54:18.427462 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 207003, win 64240, length 0
17:54:18.427496 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 209923, win 64240, length 0
17:54:18.427529 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 212843, win 62780, length 0
17:54:18.427554 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 214639, win 60984, length 0
17:54:18.427592 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 214639:216099, ack 7097, win 64240, length 1460
17:54:18.427650 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 216099:220479, ack 7097, win 64240, length 4380
17:54:18.427690 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 220479:224859, ack 7097, win 64240, length 4380
17:54:18.428121 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 217559, win 58064, length 0
17:54:18.428150 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 220479, win 55144, length 0
17:54:18.428170 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 223399, win 52224, length 0
17:54:18.428189 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 224859, win 64240, length 0
17:54:18.428215 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 224859:226334, ack 7097, win 64240, length 1475
17:54:18.428624 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 226334, win 62765, length 0
17:54:18.429031 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 226334, win 64240, length 0
17:54:18.432056 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 226334:229254, ack 7097, win 64240, length 2920
17:54:18.432276 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 229254, win 64240, length 0
17:54:18.432982 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 229254:239474, ack 7097, win 64240, length 10220
17:54:18.433047 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 239474:242394, ack 7097, win 64240, length 2920
17:54:18.433243 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 232174, win 64240, length 0
17:54:18.433320 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 235094, win 64240, length 0
17:54:18.433342 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 238014, win 64240, length 0
17:54:18.433362 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 240934, win 61320, length 0
17:54:18.433400 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 242394:246774, ack 7097, win 64240, length 4380
17:54:18.433518 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 243854, win 58400, length 0
17:54:18.433571 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 246774, win 55480, length 0
17:54:18.433598 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 246774:251154, ack 7097, win 64240, length 4380
17:54:18.433639 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 251154:254340, ack 7097, win 64240, length 3186
17:54:18.433687 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 246774, win 64240, length 0
17:54:18.433784 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 254340, win 56674, length 0
17:54:18.434578 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 254340, win 64240, length 0
17:54:18.452027 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 254340:261640, ack 7097, win 64240, length 7300
17:54:18.452161 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 261640:263100, ack 7097, win 64240, length 1460
17:54:18.452255 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 257260, win 64240, length 0
17:54:18.452332 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 260180, win 64240, length 0
17:54:18.452365 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 263100, win 64240, length 0
17:54:18.452404 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 263100:266020, ack 7097, win 64240, length 2920
17:54:18.452494 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 266020:270736, ack 7097, win 64240, length 4716
17:54:18.452678 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 270736:276576, ack 7097, win 64240, length 5840
17:54:18.452863 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 276576:280871, ack 7097, win 64240, length 4295
17:54:18.453065 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 266020, win 64240, length 0
17:54:18.453131 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 268940, win 64240, length 0
17:54:18.453154 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 270736, win 64240, length 0
17:54:18.453209 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 273656, win 61320, length 0
17:54:18.453239 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 276576, win 58400, length 0
17:54:18.453319 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 279496, win 55480, length 0
17:54:18.453593 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 280871, win 64240, length 0
17:54:18.455197 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 280871:285251, ack 7097, win 64240, length 4380
17:54:18.455325 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 285251:286711, ack 7097, win 64240, length 1460
17:54:18.455361 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 286711:288171, ack 7097, win 64240, length 1460
17:54:18.455393 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 283791, win 64240, length 0
17:54:18.455485 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 286711, win 64240, length 0
17:54:18.455879 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 288171:291091, ack 7097, win 64240, length 2920
17:54:18.455967 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 291091:294011, ack 7097, win 64240, length 2920
17:54:18.456037 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 294011:296931, ack 7097, win 64240, length 2920
17:54:18.456402 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 289631, win 64240, length 0
17:54:18.456468 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 292551, win 64240, length 0
17:54:18.456491 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 295471, win 64240, length 0
17:54:18.457365 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 296931:298391, ack 7097, win 64240, length 1460
17:54:18.457491 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 298391:304231, ack 7097, win 64240, length 5840
17:54:18.457545 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 304231:307807, ack 7097, win 64240, length 3576
17:54:18.458350 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 298391, win 64240, length 0
17:54:18.458437 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 301311, win 64240, length 0
17:54:18.458468 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 304231, win 64240, length 0
17:54:18.458539 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 307151, win 62780, length 0
17:54:18.458614 IP 192.168.10.133.1165 > 128.226.20.106.http: Flags [.], ack 307807, win 64240, length 0
17:54:18.460625 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 307807:313647, ack 7097, win 64240, length 5840
17:54:18.460767 IP 128.226.20.106.http > 192.168.10.133.1165: Flags [P.], seq 313647:315107, ack 7097, win 64240, length 1460
